project_name,project_ticker,project_link,project_round,project_total_raised,project_pre_valuation,project_categories,project_roi,project_date,project_total_investors
SoonSwap,SOON,https://icodrops.com/soonswap/,IDO on Poolz,,40000000,Marketplace,1.0,2023-05-07,9
Cetus protocol,,https://icodrops.com/cetus-protocol/,Public Sale,1000000,295300000,DEX,5.92,2023-05-07,12
pizabrc,piza,https://icodrops.com/pizabrc/,IDO on Gate.io,,2280000,Meme,0.22,2023-05-09,0
Radiant Capital,,https://icodrops.com/radiant-capital/,Launchpool,12290000,89810000,DeFi,0.48,2023-03-31,2
Coinzix,ZIX,https://icodrops.com/coinzix/,IDO on DAO Maker,2240000,108780,CEX,0.04,2023-04-28,0
Tocen,TOCE,https://icodrops.com/tocen/,Public Sale,915500,19500000,DeFi,,2023-05-07,0
Hypercycle,HYPC,https://icodrops.com/hypercycle/,IDO on Seedify,9380000,400510000,Platform,2.21,2023-05-07,0
Karate Combat,KARATE,https://icodrops.com/karate-combat/,IDO on DAO Maker,22400000,52290000,Gaming,0.65,2023-04-25,18
LitLab Games,LITT,https://icodrops.com/litlab-games/,IDO on Seedify,1510000,30000000,Gaming,1.0,2023-05-04,0
LimeWire,LMWR,https://icodrops.com/limewire/,Republic Option A1,35170000,155480000,NFT,1.23,2023-05-02,7
SUI,SUI,https://icodrops.com/sui/,IDO on Bybit,385370000,42840000000,Blockchain,143.0,2023-05-01,16
WeSleep,WEZ,https://icodrops.com/wesleep/,Public Sale(IDO on IXIRPAD),1300000,11000000,Gaming,,2023-04-25,0
Open Campus,EDU,https://icodrops.com/open-campus/,Binance Launchpad,5650000,538800000,Education,10.78,2023-04-21,2
BlueSale,BLS,https://icodrops.com/bluesale/,IDO on BSCstation,2530000,9060,Launchpad,0.01,2023-04-25,3
UrDEX Finance,URD,https://icodrops.com/urdex-finance/,IDO on DAOStarter,795000,263400,Arbitrum Ecosystem,0.03,2023-04-24,0
Hepton,HTE,https://icodrops.com/hepton/,IDO on Kommunitas,650750,99150,Infrastructure,0.02,2023-04-25,0
Alaska Gold Rush,CARAT,https://icodrops.com/alaska-gold-rush/,IDO on Gate.io,270000,1540000,Gaming,0.05,2023-04-19,0
Iron Fish,IRON,https://icodrops.com/iron-fish/,Testnet Airdrop,32900000,24900000,Blockchain Service,0.09,2023-06-01,18
Naviern,NVRN,https://icodrops.com/naviern/,Public Sale(IDO on IXIRPAD),250000,10000000,Blockchain Service,1.33,2023-04-16,0
GoSleep,ZZZ,https://icodrops.com/gosleep/,IDO on Gate.io,2000000,4870000,Gaming,0.1,2023-04-18,5
Crown,CROWN,https://icodrops.com/crown/,IDO on Gate.io,105000,87820000,NFT,0.21,2023-04-17,0
PlayZap,PLAYZAP,https://icodrops.com/playzap/,IDO on TrustPad,4360000,5990000,Gaming,0.34,2023-04-16,10
Minima,MINIMA,https://icodrops.com/minima/,IDO Round,13540000,52880000,Blockchain,0.25,2023-04-17,6
Yesports,YESP,https://icodrops.com/yesports/,IDO on Gate.io,6280000,162400,Gaming,0.01,2023-04-14,12
Moovy,MOIL,https://icodrops.com/moovy/,IDO on DAO Launch,3480000,37000000,Gaming,1.0,2023-04-10,0
XCAD Network PLAY,PLAY,https://icodrops.com/xcad-network-play/,IDO on Gate.io,280000,81300,Social,0.01,2023-04-12,0
Reign of Terror,ROT,https://icodrops.com/reign-of-terror/,IDO on Gate.io,2840000,25000000,Gaming,1.0,2023-04-11,14
Delysium,AGI,https://icodrops.com/delysium/,IDO on Gate.io,14020000,430800000,Gaming,4.33,2023-04-10,20
Reality Metaverse,RLTM,https://icodrops.com/reality-metaverse/,IDO on GameFi,6720000,5670000,NFT,0.14,2023-04-07,5
Muon Network,MUON,https://icodrops.com/muon-network/,Community Round,2000000,2400000,Network,,2023-01-01,0
KryptAI,KAI,https://icodrops.com/kryptai/,IDO on PinkSale,100000,857000,Artificial Intellig…,1.01,2023-04-07,0
ChainGPT,CGPT,https://icodrops.com/chaingpt/,IDO on Seedify,1910000,224360000,Artificial Intellig…,28.13,2023-04-07,1
Glory Finance,GLR,https://icodrops.com/glory-finance/,IDO on Gagarin,3500000,120000000,DeFi,1.0,2023-04-06,4
Arken Finance,ARKEN,https://icodrops.com/arken-finance/,IDO on Arken Finance,2009999,516400,DeFi,0.13,2023-04-03,0
Myria,MYRIA,https://icodrops.com/myria/,Community Airdrop,40000,104750000,Layer-2,1.05,2023-04-03,0
Roseon,ROSX,https://icodrops.com/roseon/,IDO on PinkSale,3200000,225130,DeFi,0.02,2023-04-04,1
Stella Fantasy,SFTY,https://icodrops.com/stella-fantasy/,IEO on Gate.io,5150000,789000,Gaming,0.01,2023-04-04,9
OpiPets,OPIP,https://icodrops.com/opipets/,IDO on MaticLaunch,4710000,60000000,Gaming,1.0,2023-03-31,0
Sector Finance,,https://icodrops.com/sector-finance/,Public Sale,2620000,3220000,DeFi,0.12,2023-04-01,0
WiFi Map,WIFI,https://icodrops.com/wifi-map/,IDO on TrustSwap,1650000,33450000,DePIN,1.34,2023-03-30,2
ARTT Network,ARTT,https://icodrops.com/artt-network/,IDO on BitForex,225000,200000000,Platform,1.0,2023-03-27,0
Exorde,EXD,https://icodrops.com/exorde/,Public Sale Round 3,3370000,6300000,Blockchain Service,0.09,2023-03-01,15
apM Coin,APM,https://icodrops.com/apm-coin/,Community Sale,5000000,5820000,Platform,0.01,2023-03-30,1
Coniun,CONI,https://icodrops.com/coniun/,IDO on Seedify,695000,4500000,Web 3.0,0.05,2023-03-30,0
Reunit Wallet,REUNI,https://icodrops.com/reunit-wallet/,Community Airdrop,1340000,10000000,Wallet,,2023-03-30,0
NuriTopia,NBLU,https://icodrops.com/nuritopia/,IDO on Gate.io,120000,75000000,Platform,1.0,2023-03-23,0
Mintlayer,ML,https://icodrops.com/mintlayer/,IDO on Gate.io,5700000,38680000,Layer-2,0.39,2023-03-22,25
Arbitrum,ARB,https://icodrops.com/arbitrum/,Airdrop,123700000,7480000000,Layer-2,6.22,2023-03-23,13
OVO NFT Platform,OVO,https://icodrops.com/ovo-nft-platform/,IDO on Gate.io,,75690,NFT,0.01,2023-03-21,6
Space ID,ID,https://icodrops.com/space-id/,Binance Launchpad,12500000,885530000,Blockchain Service,17.78,2023-03-17,3
NeoCortexAI,CORAI,https://icodrops.com/neocortexai/,IDO on MoonStarter,1400000,38130,Blockchain Service,0.01,2023-03-19,3
Perpy,PRY,https://icodrops.com/perpy/,Public Sale,5000000,452520,Perpetual,0.06,2023-03-17,0
Honeyland,HXD,https://icodrops.com/honeyland/,Main Sale,,20960000,Gaming,0.6,2023-03-14,0
InteractWith,INTER,https://icodrops.com/interactwith/,IDO on KrystalGO,1570000,47880,Blockchain Service,0.01,2023-03-17,5
Rejuve.AI,RJV,https://icodrops.com/rejuve-ai/,IDO on SingularityDAO,3750000,18890000,DeSci,1.26,2023-03-13,3
Staika,STIK,https://icodrops.com/staika/,IDO on Gate.io,,374250000,Platform,6.0,2023-03-14,0
PodFast,FAST,https://icodrops.com/podfast/,IDO on DAO Maker,320000,762230,Artificial Intellig…,1.09,2023-03-11,0
Your Open Metaverse,YOM,https://icodrops.com/your-open-metaverse/,IDO on Solanium,3080000,10940000,DePIN,0.48,2023-02-27,0
dAngel Fund,dAngel,https://icodrops.com/dangel-fund/,Public Sale,,,Platform,,2023-03-10,5
G4AL,GGT,https://icodrops.com/g4al/,IDO on EnjinStarter,1360000,40000000,Platform,1.0,2023-03-09,4
Games For a Living,GFAL,https://icodrops.com/games-for-a-living/,IDO on Seedify,8870000,87120000,Gaming,2.18,2023-03-09,2
Mizar,MZR,https://icodrops.com/mizar/,IDO on Red Kite,3000000,5990000,Trading Bot,0.4,2023-03-07,15
Dsync,DSYNC,https://icodrops.com/dsync/,IDO on Spores,850000,518600000,Artificial Intellig…,46.2,2023-03-02,0
HALO,HALO,https://icodrops.com/halo/,IDO on Bitget,50000,12940000,Blockchain Service,0.06,2023-03-02,4
Manta Network Crowdloan,MANTA,https://icodrops.com/manta-network-crowdloan/,Main Sale,,,Protocol,,2021-11-04,0
Wrapped Minima,WMINIMA,https://icodrops.com/wrapped-minima/,Public Sale Tranche 4,18620000,6620000,Wrapped Token,0.18,2023-02-14,6
PARMA Fan Token,PARMA,https://icodrops.com/parma-fan-token/,IDO on DAOStarter,3090000,345600,Fan Token,0.02,2023-02-24,0
TopGoal,GOAL,https://icodrops.com/topgoal/,IDO on Gate.io,50000,55520000,Gaming,0.06,2023-02-26,7
FactorDAO,FCTR,https://icodrops.com/factordao/,fair launch on Camelot DEX,7790000,7330000,Arbitrum Ecosystem,0.1,2023-02-20,0
IguVerse,IGU,https://icodrops.com/iguverse/,IDO on Gate.io,2710000,2340000,Gaming,0.02,2023-02-17,0
Carbon,CSIX,https://icodrops.com/carbon/,IDO on BullPerks,1900000,21170000,Wallet,2.2,2023-02-13,2
AngelBlock,THOL,https://icodrops.com/angelblock/,Community Round,3980000,2640000,Web 3.0,0.08,2023-01-10,6
HoneyWood,CONE,https://icodrops.com/honeywood/,IDO on Kommunitas,490000,45090,Gaming,0.01,2023-02-13,0
Ikonic,IKONIC,https://icodrops.com/ikonic/,Main Sale,4500000,15000000,Platform,1.0,2022-10-18,0
BlueMove,MOVE,https://icodrops.com/bluemove/,IFO on PancakeSwap,400000,18510000,NFT,1.54,2023-02-09,1
NFT3,ISME,https://icodrops.com/nft3/,IDO on TruePNL,10030000,100000000,Blockchain Service,,2022-10-07,14
Vesta Finance,VSTA,https://icodrops.com/vesta-finance/,LQTY Stakers,10710000,5070000,Lending Platform,0.02,2022-03-01,17
Re:water,WTR,https://icodrops.com/rewater/,Main Sale,,156000000,Platform,,2023-01-25,0
CarrieVerse,CVTX,https://icodrops.com/carrieverse/,IDO on Gate.io,120000,2060000,Metaverse,0.03,2023-01-30,3
SnakeMoney,SNAM,https://icodrops.com/snakemoney/,IDO on Gagarin,590000,7500000,Gaming,1.0,2023-01-23,0
Okratech,ORT,https://icodrops.com/okratech/,IDO Round,2830000,4600000,DeFi,0.1,2023-01-23,3
Fasttoken,FTN,https://icodrops.com/fasttoken/,Public Sale,53500000,3070000000,Ethereum Ecosystem,10.09,2023-01-18,0
MTG,MTG,https://icodrops.com/mtg/,IDO on Gate.io,375000,179000,BNB Chain Ecosystem,0.05,2023-01-18,0
NFT Paintings,NFTPT,https://icodrops.com/nft-paintings/,IDO on Tsunami,167430,200000000,Platform,1.0,2023-01-17,0
tomiNet,TOMI,https://icodrops.com/tominet/,IDO on Gate.io,40100000,10680000,Ethereum Ecosystem,0.06,2023-01-15,4
ESPL Arena,ARENA,https://icodrops.com/espl-arena/,IFO on PancakeSwap,2270000,77980,Gaming,0.01,2023-01-16,9
Dash 2 Trade,D2T,https://icodrops.com/dash-2-trade/,IDO on Gate.io,15540000,1100000,Analytics,0.02,2023-01-10,0
Futurent,FUTR,https://icodrops.com/futurent/,Public Sale,1590000,30000000,Blockchain Service,0.83,2022-12-01,7
iRocket,IOR,https://icodrops.com/irocket/,Public Sale,6600000,80000000,Gaming,1.0,2022-12-01,3
EMG Coin,EMG,https://icodrops.com/emg-coin/,IDO on Kommunitas,150000,80000000,Platform,0.65,2022-12-24,0
Rayn,AKTIO,https://icodrops.com/rayn/,Main Sale,,11330000,Finance,0.17,2021-09-22,0
Medieval Empires,MEE,https://icodrops.com/medieval-empires/,IEO on Bybit,7640000,18180000,Gaming,0.88,2022-12-19,2
Republic Note,Republic Note,https://icodrops.com/republic-note/,Public Sale,225500000,96000000,Investment,3.0,2022-12-01,22
Superpower Squad,SQUAD,https://icodrops.com/superpower-squad/,IFO on PancakeSwap,4380000,232300,Gaming,0.01,2022-12-15,3
Monster Galaxy,GGM,https://icodrops.com/monster-galaxy/,IDO on EnjinStarter,2850000,25000000,Gaming,0.03,2022-01-15,10
Oasys,OAS,https://icodrops.com/oasys/,IDO on Gate.io,21030000,324900000,Gaming,0.92,2022-12-12,22
Ancient Kingdom,DOM,https://icodrops.com/ancient-kingdom/,IDO on AnyPad,3900000,19600,Gaming,0.01,2022-12-11,19
GamerHub,GHT,https://icodrops.com/gamerhub/,IDO on Gagarin,2420000,9000000,Platform,1.0,2022-12-08,0
Primal,PRIMAL,https://icodrops.com/primal/,IDO on Gate.io,2320000,197250,Move To Earn,0.02,2022-12-08,1
AirTnT,TNT,https://icodrops.com/airtnt/,IDO on Gate.io,170000,240000,Travel,0.01,2022-11-30,11
VRJAM,VRJAM,https://icodrops.com/vrjam/,IDO on Gate.io,5340000,32530000,VR,0.08,2022-11-29,12
Hashflow,HFT,https://icodrops.com/hashflow/,Binance Launchpool,30950000,206600000,DeFi,0.52,2022-11-01,19
Atlas Navi,NAVI,https://icodrops.com/atlas-navi/,IDO on Gate.io,3100000,37920000,Artificial Intellig…,1.53,2022-11-28,0
Meta Octagon,MOTG,https://icodrops.com/meta-octagon/,IDO on Gate.io,120000,1540000,Entertainment,0.01,2022-11-21,0
AptosLaunch,ALT,https://icodrops.com/aptoslaunch/,IDO on AptosLaunch,1800000,1080000,Launchpad,0.15,2022-11-22,0
NuNet,NTX,https://icodrops.com/nunet/,Airdrop,5480000,38110000,Infrastructure,1.26,2022-01-26,13
SubDAO Crowdloan,GOV,https://icodrops.com/subdao-crowdloan/,Main Sale,500000,100000000,Blockchain Service,,2021-11-05,0
Astra Protocol,ASTRA,https://icodrops.com/astra-protocol/,IDO on Tokensoft Option 3,128570000,300000000,DeFi,0.02,2022-11-11,15
Galaxy Finance,GLF,https://icodrops.com/galaxy-finance/,IDO on NFTb,32990000,17500000,Wallet,0.01,2022-11-16,3
SNKRZ,"SKZ, FNF",https://icodrops.com/snkrz/,Main Sale,,,Platform,,2022-11-01,0
Defactor,FACTR,https://icodrops.com/defactor/,IDO on TrustPad,14200000,11670000,DeFi,0.56,2022-11-09,6
Crypto Pirates,PST,https://icodrops.com/crypto-pirates/,IDO on TtrustFi,589900,13000000,Gaming,1.0,2022-11-07,5
ECOx,ECOX,https://icodrops.com/ecox/,IDO on Gate.io,96040000,62820000,Ethereum Ecosystem,0.08,2022-11-07,26
Bictory Finance,BT,https://icodrops.com/bictory-finance/,Main Sale,6530000,95000000,Blockchain Service,,2022-11-04,0
Quoll Finance,QUO,https://icodrops.com/quoll-finance/,IDO on Impossible Finance,250000,2100000,Yield Aggregator,0.42,2022-10-25,0
Kapital DAO,KAP,https://icodrops.com/kapital-dao/,IDO on Gate.io,7080000,19300000,Web 3.0,0.1,2022-11-01,11
BitMEX,BMEX,https://icodrops.com/bitmex/,Airdrops & Launch,,68530000,CEX,0.23,2022-11-01,0
LP Finance,LPFI,https://icodrops.com/lp-finance/,IDO on Parasol Finance,443790,15000000,Blockchain Service,1.0,2022-10-24,1
Sense4Fit,SFIT,https://icodrops.com/sense4fit/,Main Sale,680000,432900,Move To Earn,0.01,2022-10-19,0
Pax.world,PAXW,https://icodrops.com/paxworld/,IDO on Catapult,5850000,718200,Metaverse,0.01,2022-10-30,18
Tofycoin,TOFY,https://icodrops.com/tofycoin/,IDO on Poolz,1460000,16000000,Currency,1.0,2022-10-29,5
1Shoot Games,1SH,https://icodrops.com/1-shoot-games/,Main Sale,,2500000,Gaming,,2022-10-28,0
MagpieXYZ,MGP,https://icodrops.com/magpiexyz/,IFO on PancakeSwap,2750000,135900000,BNB Chain Ecosystem,5.43,2022-10-27,0
Kujira,KUJI,https://icodrops.com/kujira/,Public Sale,,78600000,Lending Platform,0.25,2022-12-01,0
Vemate,VMT,https://icodrops.com/vemate/,IDO on Gate.io,790000,638550,Application,0.19,2022-10-25,0
AshSwap,ASH,https://icodrops.com/ashswap/,IDO on Maiar Launchpad,5300000,6800000,DEX,0.17,2022-10-12,11
Soluna,,https://icodrops.com/soluna/,IPO Round,37000000,143,Governance,,2022-10-24,1
Galaxy Arena,ESNC,https://icodrops.com/galaxy-arena/,IEO on Bybit,2360000,222600,Metaverse,0.01,2022-10-16,9
GetKicks,KICKS,https://icodrops.com/getkicks/,IDO on Gate.io,1940000,240050,Move To Earn,0.01,2022-10-17,6
Wombex,WMX,https://icodrops.com/wombex/,IFO on PancakeSwap,3700000,19860,PancakeSwap IDO,0.01,2022-10-14,0
Neo Fantasy,ERT,https://icodrops.com/neo-fantasy/,IDO on NFTb,1750000,30000000,Gaming,1.0,2022-10-14,7
Aftermath Islands,DUBS,https://icodrops.com/aftermath-islands/,IDO on FantomLive,25210000,210000000,Platform,1.0,2022-10-13,4
Bizverse,BIVE,https://icodrops.com/bizverse/,IDO on DODO,5190000,80000000,Blockchain Service,1.0,2022-10-12,13
Kyoko,KYOKO,https://icodrops.com/kyoko/,Airdrop,9900000,886800,Gaming,0.01,2022-06-01,16
HistoryDAO,HAO,https://icodrops.com/historydao/,IDO on Huobi Prime,100000,55240,Ethereum Ecosystem,0.01,2022-10-09,2
Origin Dollar Governance,OGV,https://icodrops.com/origin-dollar-governance/,Main Sale,,45730000,Governance,0.41,2022-07-12,0
Companion,CMPN,https://icodrops.com/companion/,IDO on Cropper,886830,30690000,Blockchain Service,0.77,2022-10-06,5
PUMLx,PUMLX,https://icodrops.com/pumlx/,IDO on Bybit,3790000,1530000,Move To Earn,0.04,2022-10-02,7
SLEEP,SLEEP,https://icodrops.com/sleep/,Main Sale,,9000000,Gaming,,2022-09-21,0
Frutti Dino,FDT,https://icodrops.com/frutti-dino/,IDO on Gate.io,26350000,99880,Gaming,0.01,2022-10-04,2
Starfish,SEAN,https://icodrops.com/starfish/,IDO on Tokensoft,,40000000,DeFi,1.0,2022-09-01,8
SpaceN,SN,https://icodrops.com/spacen/,IDO on Gate.io,80000,283800000,Blockchain Service,5.68,2022-09-30,0
BH Network,BHAT,https://icodrops.com/bh-network/,Public Sale,4000000,993920,Marketplace,0.08,2022-09-01,5
ISKRA,ISK,https://icodrops.com/iskra/,IDO on Gate.io,40150000,22560000,Web 3.0,0.08,2022-09-28,7
Age Of Zalmoxis,KOSON,https://icodrops.com/age-of-zalmoxis/,IDO on BitMart,150000,27000000,Gaming,1.0,2022-09-27,6
Acquire.Fi,ACQ,https://icodrops.com/acquirefi/,IDO on MarsPad,3940000,2009999,Ethereum Ecosystem,0.07,2022-09-27,0
Corite,CO,https://icodrops.com/corite/,IFO on PancakeSwap,9870000,619200,Music,0.02,2022-09-28,16
MIBR,MIBR,https://icodrops.com/mibr/,IDO on Bybit,500000,713300,Fan Token,0.07,2022-09-22,0
Inery,INR,https://icodrops.com/inery/,IDO on TrustPad,13020000,11090000,Blockchain,0.06,2022-09-26,6
Axelar,AXL,https://icodrops.com/axelar/,IDO on Gate.io,114690000,794250000,Infrastructure,0.67,2022-09-27,22
WARP,WARP,https://icodrops.com/warp/,Main Sale,250000,250000,Protocol,0.01,2022-09-20,0
Capsule Social,,https://icodrops.com/capsule-social/,Main Sale,,,Platform,,2022-03-22,0
Gearbox Protocol,GEAR,https://icodrops.com/gearbox-protocol/,DAO Round Part 2,8039999,126800000,Leverage,0.84,2022-09-22,26
Chibi Dinos,HOOP,https://icodrops.com/chibi-dinos/,IFO on PancakeSwap,4790000,19300,PancakeSwap IDO,0.01,2022-09-21,6
ChainPort,CPT,https://icodrops.com/chainport/,IDO on Gate.io,13900000,1230000,Multi-Chain Platform,0.02,2022-09-19,18
ITSBLOC,ITSB,https://icodrops.com/itsbloc/,IEO on Gate.io,100000,38000,Gaming,0.01,2022-09-18,0
Ookeenga,OKG,https://icodrops.com/ookeenga/,IDO on BSCstation,2500000,35700,Gaming,0.01,2022-09-13,11
Bnext,B3X,https://icodrops.com/bnext/,IDO on Gate.io,57940000,1400000,Algorand Ecosystem,0.02,2022-09-12,9
Mirl,MIRL,https://icodrops.com/mirl/,IDO on Solanium,2110000,9070,Web 3.0,0.01,2022-09-01,8
Swords of Blood,SWORD,https://icodrops.com/swords-of-blood/,IDO on GameStarter,1500000,40000000,Gaming,1.0,2022-09-01,11
Sweatcoin,SWEAT,https://icodrops.com/sweatcoin/,IDO on DAO Maker,18690000,163350000,Wallet,1.08,2022-09-09,9
SuperWalk,GRND,https://icodrops.com/superwalk/,IEO on Gate.io,100000,62690000,Move To Earn,1.05,2022-09-06,6
Lofi,LOFI,https://icodrops.com/lofi/,IDO on GameStarter,5650000,50000000,Platform,,2022-09-01,3
ReadFi,RDF,https://icodrops.com/readfi/,IDO on Gate.io,165000,443000,Metaverse,0.04,2022-09-01,0
sudoswap,SUDO,https://icodrops.com/sudoswap/,0xmons NFT Holders,,7020000,AMM,0.04,2022-09-01,0
Metaverse.Network Pioneer,NEER,https://icodrops.com/metaversenetwork-pioneer/,IDO on Gate.io,120000,1230000,Gaming,0.02,2022-08-29,0
Web3Games,W3G,https://icodrops.com/web3games/,Public Sale,4000000,25000000,Platform,1.0,2022-09-01,19
Kingdom Quest,KGC,https://icodrops.com/kingdom-quest/,Main Sale,5300000,22000000,Gaming,1.0,2022-08-19,0
Souls of Meta,SOM,https://icodrops.com/souls-of-meta/,IDO on MultiPad,1820000,24000000,Gaming,,2022-09-01,0
Wombat Exchange,WOM,https://icodrops.com/wombat-exchange/,IFO on PancakeSwap,9450000,6920000,PancakeSwap IDO,0.09,2022-08-30,13
Spume,SPUME,https://icodrops.com/spume/,IDO on Gate.io,4350000,47380,Marketplace,0.01,2022-08-28,6
Legends of Aria,ARIA,https://icodrops.com/legends-of-aria/,Public Sale(IDO on WaysPad),3500000,48320000,Gaming,2.17,2022-08-24,12
BovineVerse,BVT,https://icodrops.com/bovineverse/,IEO on Gate.io,225000,40000000,Platform,,2022-08-22,0
Meta Doge,MTDU,https://icodrops.com/meta-doge/,IDO on ONUS,898200,143000,Meme,0.01,2022-08-18,9
DEFY,DEFY,https://icodrops.com/defy/,IDO on Polkastarter,8070000,50550,Polygon Ecosystem,0.01,2022-08-15,9
Sirius Finance,SRS,https://icodrops.com/sirius-finance/,IDO on Solanium,458200,58620,AMM,0.01,2022-08-13,7
Fracton Protocol,FT,https://icodrops.com/fracton-protocol/,IEO on Kucoin,600000,29760000,NFT,1.48,2022-08-09,0
Metacloud,CLOUD,https://icodrops.com/metacloud/,Main Sale,20000000,100000000,VR,0.25,2022-04-05,0
MicroChains,MCG,https://icodrops.com/microchains/,IEO on Huobi,2770000,570800,Blockchain Service,0.04,2022-08-08,5
Altair,AIR,https://icodrops.com/altair/,Crowdloan,4680000,7490000,Blockchain Service,0.16,2022-01-01,0
inSHAPE,SHAPE,https://icodrops.com/inshape/,Main Sale,589000,90000000,Blockchain Service,,2022-07-26,7
EdenLoop,ELT,https://icodrops.com/edenloop/,IDO on Gate.io,3650000,44340000,NFT,0.33,2022-08-03,1
WiV Technology,WIVA,https://icodrops.com/wiv-technology/,Public Sale,2790000,8400000,Blockchain Service,,2022-09-01,2
Wombat,WOMBAT,https://icodrops.com/wombat/,Main Sale,,2380000,Play to Earn,0.04,2022-07-27,0
Nexus Dubai,NXD,https://icodrops.com/nexus-dubai/,Main Sale,,1600000,Cryptocurrency,0.01,2022-07-30,0
Belobaba Launchpad,BBCN,https://icodrops.com/belobaba-launchpad/,Main Sale,12950000,18000000,Platform,,2022-06-01,0
Fusotao,TAO,https://icodrops.com/fusotao/,IDO on Poolz,2450000,100000000,Protocol,1.0,2022-09-01,18
Monopoly Millionaire Game,MMC,https://icodrops.com/monopoly-millionaire-game/,IDO on Bybit,1300000,37130,Cryptocurrency,0.01,2022-07-22,5
Klap Finance,KLAP,https://icodrops.com/klap-finance/,IDO on Gate.io,100000,78680,DeFi,0.01,2022-07-27,0
Drivez,DRIV,https://icodrops.com/drivez/,IDO on EnjinStarter,2670000,137500,BNB Chain Ecosystem,0.01,2022-07-28,12
Meta Apes,PEEL,https://icodrops.com/meta-apes/,IFO on PancakeSwap,2000000,1530000,PancakeSwap IDO,0.19,2022-07-27,0
Aura Network,AURA,https://icodrops.com/aura-network/,IDO on Impossible Finance,10440000,6640000,Infrastructure,0.21,2022-06-09,16
Monopoly Millionaire Control,MMC,https://icodrops.com/monopoly-millionaire-control/,IDO on Bybit,1500000,12550000,Governance,0.05,2022-07-21,4
FITN,FITN,https://icodrops.com/fitn/,IDO on BSClaunch,175000,464500,BNB Chain Ecosystem,0.19,2022-07-24,0
Koakuma,KKMA,https://icodrops.com/koakuma/,IDO on GameStarter,3090000,30000000,Gaming,,2022-09-01,7
Caduceus,CMP,https://icodrops.com/caduceus/,IDO on GameStarter,4170000,379520,Blockchain,0.01,2022-07-20,8
Xana,XETA,https://icodrops.com/xana/,IDO on GameFi,2600000,356880,Metaverse,0.29,2022-07-20,3
Land Of Conquest,SLG,https://icodrops.com/land-of-conquest/,IDO on Gate.io,995000,153490000,Gaming,5.12,2022-07-18,10
RoundX,RNDX,https://icodrops.com/roundx/,IDO on Gate.io,150000,346000000,Platform,1.0,2022-07-18,0
Mcity,MCT,https://icodrops.com/mcity/,IDO on NFTb,600000,40370,Metaverse,0.01,2022-07-18,0
beFitter,FIU,https://icodrops.com/befitter/,IEO on Gate.io,1210000,17500,BNB Chain Ecosystem,0.01,2022-07-17,0
Amazy,AZY,https://icodrops.com/amazy/,IDO on DAO Maker,3500000,622000,BNB Chain Ecosystem,0.02,2022-07-14,2
Run Nation,RUNx,https://icodrops.com/run-nation/,Main Sale,10000000,15000000,Blockchain Service,1.0,2022-07-09,0
Movn,MOV,https://icodrops.com/movn/,IDO on BinStarter,,150000000,Platform,1.0,2022-07-10,0
Smart Reward Token,SRT,https://icodrops.com/smart-reward-token/,IDO on Gate.io,150000,255000000,Cryptocurrency,0.01,2022-07-06,0
Seor,SEOR,https://icodrops.com/seor/,IDO on TrustPad,4370000,45000000,Blockchain Service,1.0,2022-07-04,40
Legends of Elysium,LOE,https://icodrops.com/legends-of-elysium/,IDO on Poolz,3790000,47000000,Gaming,,2022-06-01,13
Tari World,TARI,https://icodrops.com/tari-world/,IDO on Gate.io,100000,340500000,Metaverse,0.01,2022-06-29,3
Gagarin,GGR,https://icodrops.com/gagarin/,Public Sale,360000,33570,Launchpad,0.11,2022-06-01,11
Oceanland,OLAND,https://icodrops.com/oceanland/,IDO on GameFi,1200000,176640,Play to Earn,0.01,2022-06-01,0
Optimism,OP,https://icodrops.com/optimism/,Airdrop #1,268500000,7820000000,Layer-2,0.95,2022-05-31,3
OpenBlox,OBX,https://icodrops.com/openblox/,IEO on Bybit,3400000,593400,NFT,0.01,2022-06-30,9
Petals,PTS,https://icodrops.com/petals/,IEO on Gate.io,100000,380000,Social,0.01,2022-06-28,2
ArthSwap,ARSW,https://icodrops.com/arthswap/,IDO on Gate.io,500000,287100,DEX,0.01,2022-06-27,4
Fragmint,FRAG,https://icodrops.com/fragmint/,IDO on BinStarter,2800000,39600000,Platform,1.0,2022-06-28,8
WalkN,WALKN,https://icodrops.com/walkn/,IDO on BrandPad,595000,25250,Sport,0.01,2022-06-26,19
Cryptostone,CPS,https://icodrops.com/cryptostone/,ICO,2290000,55970,DEX,0.01,2022-06-12,0
Fellaz,FLZ,https://icodrops.com/fellaz/,IDO on Huobi Prime,166650,4010000000,Entertainment,20.05,2022-06-27,9
Walken,WLKN,https://icodrops.com/walken/,IDO on Huobi,5230000,4340000,Move To Earn,0.13,2022-06-21,14
Genopets KI,KI,https://icodrops.com/genopets-ki/,Liquidity Bootstrapping Pool,2009999,61210,Move To Earn,0.01,2022-06-20,0
Revoland,REVO,https://icodrops.com/revoland/,IDO on Gate.io,12060000,176640,Gaming,0.01,2022-06-19,8
Fight Of The Ages,FOTA,https://icodrops.com/fight-of-the-ages/,IDO on AdaPad,1410000,480,Gaming,0.01,2022-06-16,12
Ruby.Exchange,RUBY,https://icodrops.com/ruby-exchange/,Public Sale,2800000,4370000,DEX,,2022-05-25,7
Chirpley,CHIRP,https://icodrops.com/chirpley/,Public Sale,2910000,7610000,Social,0.37,2022-06-01,6
